Agency,Agency Type,Distribution Channel,Product Name,Gender,Duration,Destination,Net Sales,Commision (in value),Age,Claim
EPX,Travel Agency,Online,Cancellation Plan,,13,SINGAPORE,10.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,12,INDIA,13.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,8,SINGAPORE,31.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,M,22,SINGAPORE,40.5,10.13,30,No
EPX,Travel Agency,Online,Cancellation Plan,,30,INDIA,13.0,0.0,40,No
EPX,Travel Agency,Online,Cancellation Plan,,38,JAPAN,56.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,29,UNITED KINGDOM,9.9,5.94,33,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,12,ITALY,49.5,29.7,45,No
C2B,Airlines,Online,Annual Silver Plan,M,388,SINGAPORE,216.0,54.0,27,No
EPX,Travel Agency,Online,Cancellation Plan,,32,HONG KONG,17.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,16,UNITED KINGDOM,89.1,53.46,39,No
EPX,Travel Agency,Online,Cancellation Plan,,4,SINGAPORE,11.0,0.0,35,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,17,THAILAND,19.8,11.88,31,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,19,THAILAND,46.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,10,CHINA,43.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,4,MALAYSIA,25.0,0.0,43,No
EPX,Travel Agency,Online,Cancellation Plan,,23,PHILIPPINES,16.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,27,FRANCE,57.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,35,SINGAPORE,42.0,0.0,36,No
SSI,Airlines,Online,Ticket Protector,,1,SINGAPORE,0.58,0.16,48,No
C2B,Airlines,Online,Silver Plan,M,15,SINGAPORE,32.5,8.13,26,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,21,SINGAPORE,21.0,0.0,43,No
ART,Airlines,Online,24 Protect,M,43,THAILAND,124.21,43.47,48,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,35,UNITED STATES,112.0,0.0,37,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,70,VIET NAM,26.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,56,MALAYSIA,11.0,0.0,34,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,61,THAILAND,39.6,23.76,42,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,8,THAILAND,20.0,0.0,35,No
C2B,Airlines,Online,Annual Silver Plan,F,370,SINGAPORE,259.2,64.8,30,No
C2B,Airlines,Online,Silver Plan,F,35,SINGAPORE,100.5,25.13,24,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,28,THAILAND,20.0,0.0,44,No
EPX,Travel Agency,Online,Cancellation Plan,,16,KENYA,47.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,41,"KOREA, REPUBLIC OF",47.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,42,"KOREA, REPUBLIC OF",10.0,0.0,24,No
JZI,Airlines,Online,Basic Plan,M,10,THAILAND,22.0,7.7,61,No
JZI,Airlines,Online,Basic Plan,M,47,THAILAND,22.0,7.7,36,No
EPX,Travel Agency,Online,Cancellation Plan,,13,THAILAND,17.0,0.0,47,No
EPX,Travel Agency,Online,Cancellation Plan,,11,THAILAND,10.0,0.0,64,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,6,CHINA,38.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,8,INDONESIA,19.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,F,180,JAPAN,35.0,12.25,42,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,41,SPAIN,66.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,14,LAO PEOPLE'S DEMOCRATIC REPUBLIC,14.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,86,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,26,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,18,AUSTRALIA,79.2,47.52,47,No
C2B,Airlines,Online,Gold Plan,M,3,SINGAPORE,59.0,14.75,29,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,52,MALAYSIA,39.6,23.76,56,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,21,FRANCE,49.5,29.7,55,No
EPX,Travel Agency,Online,Cancellation Plan,,25,TURKEY,29.0,0.0,36,No
SSI,Airlines,Online,Ticket Protector,,40,SINGAPORE,25.03,7.02,48,No
EPX,Travel Agency,Online,Cancellation Plan,,81,UNITED STATES,19.0,0.0,26,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,9,HONG KONG,23.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,51,CHINA,40.0,14.0,63,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,56,CHINA,37.0,0.0,36,No
SSI,Airlines,Online,Ticket Protector,,65,SINGAPORE,1.35,0.38,48,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,48,AUSTRALIA,79.2,47.52,42,No
EPX,Travel Agency,Online,Cancellation Plan,,42,THAILAND,21.0,0.0,48,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,141,CHINA,34.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,52,HONG KONG,13.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,21,HONG KONG,98.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,F,4,MALAYSIA,18.0,6.3,50,No
ART,Airlines,Online,24 Protect,M,35,MALAYSIA,18.59,6.51,48,No
EPX,Travel Agency,Online,Cancellation Plan,,33,INDONESIA,10.0,0.0,29,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,95,INDONESIA,23.0,0.0,45,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,15,HONG KONG,0.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,9,SINGAPORE,20.0,5.0,33,No
C2B,Airlines,Online,Annual Silver Plan,M,367,SINGAPORE,193.2,48.3,52,No
EPX,Travel Agency,Online,Cancellation Plan,,8,MALAYSIA,10.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,5,AUSTRALIA,39.6,23.76,29,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,19,LAO PEOPLE'S DEMOCRATIC REPUBLIC,25.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,85,INDONESIA,18.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,36,SINGAPORE,53.5,13.38,30,No
EPX,Travel Agency,Online,Cancellation Plan,,32,THAILAND,10.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,8,SINGAPORE,11.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,27,INDIA,21.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,29,THAILAND,0.0,23.76,24,No
C2B,Airlines,Online,Bronze Plan,M,15,SINGAPORE,23.0,5.75,34,No
EPX,Travel Agency,Online,Cancellation Plan,,19,UNITED KINGDOM,65.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,M,16,SINGAPORE,17.0,4.25,25,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,155,NORWAY,0.0,35.64,31,No
C2B,Airlines,Online,Silver Plan,F,2,SINGAPORE,19.5,4.88,33,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,34,SINGAPORE,41.0,0.0,26,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,7,AUSTRALIA,39.6,23.76,31,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,11,PHILIPPINES,20.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,F,13,SINGAPORE,62.0,15.5,34,No
EPX,Travel Agency,Online,Cancellation Plan,,38,SINGAPORE,10.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,46,AUSTRALIA,51.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,127,UNITED KINGDOM,46.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,70,SINGAPORE,18.9,4.72,56,No
EPX,Travel Agency,Online,Cancellation Plan,,2,AUSTRALIA,36.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,23,FIJI,78.0,0.0,35,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,3,MALAYSIA,20.0,0.0,29,No
JZI,Airlines,Online,Basic Plan,M,25,INDIA,35.0,12.25,48,No
C2B,Airlines,Online,Silver Plan,M,309,SINGAPORE,-53.25,13.31,37,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,136,FRANCE,-99.0,59.4,26,No
CBH,Travel Agency,Offline,Comprehensive Plan,F,245,THAILAND,29.0,9.57,64,No
JZI,Airlines,Online,Basic Plan,M,73,CHINA,26.0,9.1,31,No
EPX,Travel Agency,Online,Cancellation Plan,,8,HONG KONG,18.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,49,UNITED STATES,112.0,0.0,41,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,20,AUSTRALIA,79.2,47.52,50,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,4,UNITED STATES,9.9,5.94,31,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,28,FRANCE,69.3,41.58,53,No
JZI,Airlines,Online,Basic Plan,F,13,MALAYSIA,18.0,6.3,50,No
C2B,Airlines,Online,Silver Plan,F,19,SINGAPORE,72.0,18.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,33,CHINA,32.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,10,CHINA,15.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,3,MALAYSIA,14.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,95,THAILAND,11.0,0.0,24,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,91,MALAYSIA,20.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,4,MALAYSIA,20.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,59,PHILIPPINES,12.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,M,15,SINGAPORE,17.0,4.25,27,No
JZI,Airlines,Online,Basic Plan,M,12,CHINA,26.0,9.1,65,No
EPX,Travel Agency,Online,Cancellation Plan,,11,VIET NAM,10.0,0.0,43,No
C2B,Airlines,Online,Silver Plan,M,53,SINGAPORE,116.5,29.13,30,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,27,THAILAND,37.0,0.0,61,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,45,ITALY,59.4,35.64,36,No
EPX,Travel Agency,Online,Cancellation Plan,,30,PHILIPPINES,10.0,0.0,34,No
EPX,Travel Agency,Online,Cancellation Plan,,5,CHINA,15.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,10,VIET NAM,14.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,F,5,SINGAPORE,22.5,5.63,61,No
EPX,Travel Agency,Online,Cancellation Plan,,31,PHILIPPINES,17.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,43,SRI LANKA,36.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,37,NETHERLANDS,10.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,M,5,SINGAPORE,17.55,4.39,28,No
SSI,Airlines,Online,Ticket Protector,,3,SINGAPORE,8.49,2.38,48,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,25,INDONESIA,20.0,0.0,36,No
SSI,Airlines,Online,Ticket Protector,,3,SINGAPORE,1.35,0.38,48,No
EPX,Travel Agency,Online,Cancellation Plan,,57,THAILAND,23.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,322,CANADA,80.0,0.0,61,No
C2B,Airlines,Online,Bronze Plan,M,30,SINGAPORE,39.0,9.75,44,No
ART,Airlines,Online,Value Plan,M,8,THAILAND,23.0,8.05,118,No
EPX,Travel Agency,Online,Cancellation Plan,,10,HONG KONG,17.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,24,UNITED ARAB EMIRATES,25.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,1,UNITED STATES,17.0,0.0,28,No
EPX,Travel Agency,Online,Cancellation Plan,,6,SINGAPORE,10.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,10,THAILAND,22.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,5,PHILIPPINES,10.0,0.0,33,No
RAB,Airlines,Online,Value Plan,,28,BRUNEI DARUSSALAM,15.0,6.0,27,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,41,NETHERLANDS,19.8,11.88,35,No
EPX,Travel Agency,Online,Cancellation Plan,,5,THAILAND,29.0,0.0,41,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,2,CHINA,28.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,14,SINGAPORE,10.0,0.0,34,No
EPX,Travel Agency,Online,Cancellation Plan,,280,MALAYSIA,10.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,F,39,SINGAPORE,30.55,7.64,34,Yes
C2B,Airlines,Online,Bronze Plan,M,8,SINGAPORE,16.0,4.0,30,No
JZI,Airlines,Online,Basic Plan,M,13,THAILAND,33.0,11.55,45,No
EPX,Travel Agency,Online,Cancellation Plan,,3,INDONESIA,11.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,10,THAILAND,48.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,6,HONG KONG,20.0,0.0,39,No
EPX,Travel Agency,Online,Cancellation Plan,,15,CHINA,-53.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,3,NETHERLANDS,29.7,17.82,44,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,14,INDONESIA,20.0,0.0,29,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,50,THAILAND,29.7,17.82,35,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,98,NORWAY,39.6,23.76,35,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,36,CAMBODIA,23.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,10,MALAYSIA,12.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,F,7,SINGAPORE,22.5,5.63,23,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,15,SPAIN,43.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,14,THAILAND,39.6,23.76,44,No
EPX,Travel Agency,Online,Cancellation Plan,,39,HONG KONG,47.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,M,44,SINGAPORE,100.1,25.02,32,No
EPX,Travel Agency,Online,Cancellation Plan,,2,MALAYSIA,10.0,0.0,49,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,8,UNITED KINGDOM,29.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,M,9,SINGAPORE,23.4,5.85,37,No
C2B,Airlines,Online,Bronze Plan,F,14,SINGAPORE,40.0,10.0,25,No
EPX,Travel Agency,Online,Cancellation Plan,,257,HONG KONG,20.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,33,AUSTRALIA,33.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,199,JAPAN,48.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,12,THAILAND,49.5,29.7,40,No
EPX,Travel Agency,Online,Cancellation Plan,,73,THAILAND,14.0,0.0,27,No
EPX,Travel Agency,Online,Cancellation Plan,,30,THAILAND,10.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,18,CHINA,21.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,44,UNITED STATES,80.0,0.0,50,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,1,UNITED STATES,74.0,0.0,34,No
EPX,Travel Agency,Online,Cancellation Plan,,11,GERMANY,10.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,123,ICELAND,97.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,24,HONG KONG,26.0,9.1,61,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,88,HONG KONG,20.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,31,INDIA,21.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,106,CHINA,44.0,15.4,27,No
EPX,Travel Agency,Online,Cancellation Plan,,44,PHILIPPINES,13.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,118,AUSTRALIA,158.4,95.04,31,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,11,CHINA,31.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,30,UNITED STATES,63.0,0.0,27,No
RAB,Airlines,Online,Value Plan,M,6,BRUNEI DARUSSALAM,15.0,6.0,42,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,215,SINGAPORE,19.8,11.88,31,No
EPX,Travel Agency,Online,Cancellation Plan,,4,CHINA,17.0,0.0,36,No
SSI,Airlines,Online,Ticket Protector,,35,SINGAPORE,4.24,1.19,48,No
JZI,Airlines,Online,Basic Plan,M,50,CHINA,40.0,14.0,49,No
C2B,Airlines,Online,Silver Plan,F,124,SINGAPORE,43.55,10.89,38,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,28,CAMBODIA,23.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,6,THAILAND,36.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,21,MYANMAR,14.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,90,SINGAPORE,54.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,7,HONG KONG,21.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,M,14,SINGAPORE,13.5,3.38,40,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,33,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,29,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,54,PORTUGAL,128.7,77.22,56,No
JZI,Airlines,Online,Basic Plan,M,11,THAILAND,30.0,10.5,45,No
RAB,Airlines,Online,Value Plan,F,6,BRUNEI DARUSSALAM,15.0,6.0,28,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,43,UNITED STATES,94.0,0.0,39,No
EPX,Travel Agency,Online,Cancellation Plan,,41,NEW ZEALAND,12.0,0.0,36,No
C2B,Airlines,Online,Annual Silver Plan,F,418,SINGAPORE,252.85,63.21,49,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,37,PHILIPPINES,22.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,F,21,SINGAPORE,63.5,15.88,37,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,218,MALAYSIA,20.0,0.0,32,No
EPX,Travel Agency,Online,Cancellation Plan,,254,CANADA,80.0,0.0,61,No
C2B,Airlines,Online,Silver Plan,M,121,SINGAPORE,54.5,13.63,31,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,80,MYANMAR,40.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,75,UNITED KINGDOM,80.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,M,28,SINGAPORE,84.5,21.13,46,No
JZI,Airlines,Online,Basic Plan,F,12,PHILIPPINES,22.0,7.7,47,No
JZI,Airlines,Online,Basic Plan,M,36,CHINA,22.0,7.7,31,No
C2B,Airlines,Online,Annual Silver Plan,F,375,SINGAPORE,187.85,46.96,67,No
RAB,Airlines,Online,Value Plan,,14,BRUNEI DARUSSALAM,15.0,6.0,47,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,101,MYANMAR,20.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,1,MALAYSIA,20.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,64,JAPAN,54.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,M,4,SINGAPORE,24.5,6.13,33,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,118,THAILAND,28.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,99,PHILIPPINES,29.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,35,VIET NAM,12.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,14,MALAYSIA,39.6,23.76,53,No
EPX,Travel Agency,Online,Cancellation Plan,,2,INDONESIA,10.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,105,THAILAND,10.0,0.0,55,No
JZI,Airlines,Online,Basic Plan,F,8,"KOREA, REPUBLIC OF",22.0,7.7,39,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,81,JAPAN,61.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,8,UNITED KINGDOM,15.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,16,MALAYSIA,20.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,149,CANADA,103.0,0.0,63,No
EPX,Travel Agency,Online,Cancellation Plan,,5,INDONESIA,29.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,73,UNITED STATES,74.0,0.0,37,No
JZI,Airlines,Online,Value Plan,M,20,CHINA,58.0,20.3,46,No
EPX,Travel Agency,Online,Cancellation Plan,,17,HONG KONG,20.0,0.0,36,No
JWT,Airlines,Online,Value Plan,M,0,INDIA,124.0,49.6,118,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,81,CHINA,52.0,0.0,36,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,39,AUSTRALIA,32.0,0.0,35,No
JWT,Airlines,Online,Value Plan,F,30,INDIA,39.0,15.6,118,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,4,SINGAPORE,20.0,0.0,42,No
EPX,Travel Agency,Online,Cancellation Plan,,9,SINGAPORE,46.0,0.0,35,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,36,UNITED KINGDOM,93.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,2,AUSTRALIA,10.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,7,MALAYSIA,49.5,29.7,31,No
EPX,Travel Agency,Online,Cancellation Plan,,45,THAILAND,0.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,21,UNITED STATES,99.0,59.4,64,No
C2B,Airlines,Online,Annual Silver Plan,M,371,SINGAPORE,187.85,46.96,33,No
EPX,Travel Agency,Online,Cancellation Plan,,24,SINGAPORE,10.0,0.0,25,No
EPX,Travel Agency,Online,Cancellation Plan,,89,SPAIN,49.0,0.0,57,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,30,LAO PEOPLE'S DEMOCRATIC REPUBLIC,38.0,0.0,36,No
C2B,Airlines,Online,Silver Plan,M,30,SINGAPORE,33.5,8.38,40,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,122,AUSTRALIA,112.0,0.0,23,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,46,UNITED STATES,35.0,0.0,21,No
EPX,Travel Agency,Online,Cancellation Plan,,19,"TAIWAN, PROVINCE OF CHINA",21.0,0.0,27,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,23,MALAYSIA,20.0,0.0,27,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,38,MALAYSIA,20.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,81,SINGAPORE,10.0,0.0,51,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,26,MALAYSIA,19.8,11.88,28,No
C2B,Airlines,Online,Annual Silver Plan,F,373,SINGAPORE,216.0,54.0,39,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,3,THAILAND,24.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,14,JAPAN,13.0,0.0,26,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,4,MALAYSIA,20.0,0.0,43,No
EPX,Travel Agency,Online,Cancellation Plan,,23,JAPAN,39.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,45,HONG KONG,18.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,30,MALAYSIA,10.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,M,11,SINGAPORE,16.0,4.0,55,No
KML,Travel Agency,Online,Premier Plan,M,48,GERMANY,86.0,32.68,48,No
EPX,Travel Agency,Online,Cancellation Plan,,49,JAPAN,10.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,F,4,HONG KONG,22.0,7.7,34,No
SSI,Airlines,Online,Ticket Protector,,20,SINGAPORE,0.92,0.26,48,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,8,UNITED ARAB EMIRATES,29.7,17.82,53,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,15,UNITED ARAB EMIRATES,0.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,M,18,HONG KONG,35.0,12.25,57,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,37,CHINA,24.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,2,PHILIPPINES,12.0,0.0,34,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,4,SINGAPORE,20.0,0.0,36,No
C2B,Airlines,Online,Bronze Plan,M,12,SINGAPORE,34.5,8.63,36,No
C2B,Airlines,Online,Bronze Plan,F,5,SINGAPORE,11.5,2.88,13,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,27,MALAYSIA,39.6,23.76,41,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,24,AUSTRALIA,29.7,17.82,57,No
EPX,Travel Agency,Online,Cancellation Plan,,46,UNITED STATES,40.0,0.0,35,No
EPX,Travel Agency,Online,Cancellation Plan,,53,CHINA,17.0,0.0,35,No
EPX,Travel Agency,Online,1 way Comprehensive Plan,,4,PHILIPPINES,20.0,0.0,36,No
EPX,Travel Agency,Online,Cancellation Plan,,13,SINGAPORE,14.0,0.0,35,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,10,LAO PEOPLE'S DEMOCRATIC REPUBLIC,23.0,0.0,36,No
JZI,Airlines,Online,Basic Plan,F,88,"KOREA, REPUBLIC OF",26.0,9.1,55,No
C2B,Airlines,Online,Bronze Plan,F,18,SINGAPORE,69.55,17.39,37,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,27,UNITED STATES,29.0,0.0,29,No
EPX,Travel Agency,Online,Cancellation Plan,,41,CHINA,49.0,0.0,36,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,66,VIET NAM,20.0,0.0,44,No
C2B,Airlines,Online,Bronze Plan,M,3,SINGAPORE,11.5,2.88,34,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,94,UNITED STATES,100.0,0.0,31,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,36,HONG KONG,26.0,0.0,35,No
EPX,Travel Agency,Online,2 way Comprehensive Plan,,134,HONG KONG,0.0,0.0,36,No
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,,6,AUSTRALIA,9.9,5.94,35,No
